[132, ':DM_hits Gene/Pro: ENSDARG00000a69463_48 Length:703 ---#hits =134 R: 3 NR: 12 ENSDARP00000091900']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_74 Length:313 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_73 Length:311 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_72 Length:313 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_53 Length:313 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_52 Length:313 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_51 Length:313 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_50 Length:313 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_5 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_49 Length:313 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_48 Length:311 ---#hits =3 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_4 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_3 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_29 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_28 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_27 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_26 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_25 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_24 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_2 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_125 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_124 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_123 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_122 Length:313 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_121 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_120 Length:313 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_101 Length:313 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_100 Length:313 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_1 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000079296_0 Length:311 ---#hits =5 R: 12 NR: 11 ENSDARP00000116629']
[2, ':DM_hits Gene/Pro: ENSDARG00000077162_0 Length:1767 ---#hits =2 R: 12 NR: 12 ENSDARP00000104388']
[2, ':DM_hits Gene/Pro: ENSDARG00000077096_1 Length:831 ---#hits =6 R: 12 NR: 12 ENSDARP00000104102']
[2, ':DM_hits Gene/Pro: ENSDARG00000075172_1 Length:382 ---#hits =2 R: 12 NR: 12 ENSDARP00000102730']
[2, ':DM_hits Gene/Pro: ENSDARG00000075172_0 Length:382 ---#hits =2 R: 12 NR: 12 ENSDARP00000102730']
[2, ':DM_hits Gene/Pro: ENSDARG00000074118_51 Length:704 ---#hits =4 R: 7 NR: 11 ENSDARP00000061169']
[2, ':DM_hits Gene/Pro: ENSDARG00000074118_45 Length:739 ---#hits =3 R: 7 NR: 11 ENSDARP00000061169']
[2, ':DM_hits Gene/Pro: ENSDARG00000070228_4 Length:330 ---#hits =2 R: 12 NR: 12 ENSDARP00000126132']
[2, ':DM_hits Gene/Pro: ENSDARG00000068157_7 Length:1398 ---#hits =3 R: 10 NR: 11 ENSDARP00000107170']
[2, ':DM_hits Gene/Pro: ENSDARG00000068157_5 Length:1400 ---#hits =3 R: 10 NR: 11 ENSDARP00000107170']
[2, ':DM_hits Gene/Pro: ENSDARG00000068157_11 Length:1398 ---#hits =3 R: 10 NR: 11 ENSDARP00000107170']
[2, ':DM_hits Gene/Pro: ENSDARG00000068157_1 Length:1400 ---#hits =3 R: 10 NR: 11 ENSDARP00000107170']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_9 Length:599 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_7 Length:598 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_6 Length:598 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_5 Length:599 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_4 Length:604 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_29 Length:588 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_28 Length:587 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_27 Length:587 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_26 Length:548 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_25 Length:586 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_2 Length:602 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_19 Length:596 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_16 Length:559 ---#hits =3 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_15 Length:594 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_14 Length:586 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_13 Length:597 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_10 Length:587 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_1 Length:562 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000058666_0 Length:599 ---#hits =2 R: 11 NR: 11 ENSDARP00000122307']
[2, ':DM_hits Gene/Pro: ENSDARG00000052027_1 Length:276 ---#hits =3 R: 12 NR: 12 ENSDARP00000128793']
[2, ':DM_hits Gene/Pro: ENSDARG00000052027_0 Length:276 ---#hits =3 R: 12 NR: 12 ENSDARP00000128793']
[2, ':DM_hits Gene/Pro: ENSDARG00000045636_1 Length:1294 ---#hits =3 R: 10 NR: 12 ENSDARP00000067923']
[2, ':DM_hits Gene/Pro: ENSDARG00000045636_0 Length:1187 ---#hits =3 R: 10 NR: 12 ENSDARP00000067923']
[2, ':DM_hits Gene/Pro: ENSDARG00000043581_0 Length:168 ---#hits =2 R: 9 NR: 11 ENSDARP00000063995']
[2, ':DM_hits Gene/Pro: ENSDARG00000037154_0 Length:2645 ---#hits =32 R: 11 NR: 11 ENSDARP00000119216']
[2, ':DM_hits Gene/Pro: ENSDARG00000035715_7 Length:329 ---#hits =2 R: 8 NR: 11 ENSDARP00000130507']
[2, ':DM_hits Gene/Pro: ENSDARG00000035715_6 Length:329 ---#hits =2 R: 8 NR: 11 ENSDARP00000130507']
[2, ':DM_hits Gene/Pro: ENSDARG00000035715_5 Length:329 ---#hits =2 R: 8 NR: 11 ENSDARP00000130507']
[2, ':DM_hits Gene/Pro: ENSDARG00000035715_4 Length:329 ---#hits =2 R: 8 NR: 11 ENSDARP00000130507']
[2, ':DM_hits Gene/Pro: ENSDARG00000035715_3 Length:329 ---#hits =2 R: 8 NR: 11 ENSDARP00000130507']
[2, ':DM_hits Gene/Pro: ENSDARG00000035715_2 Length:329 ---#hits =2 R: 8 NR: 11 ENSDARP00000130507']
[2, ':DM_hits Gene/Pro: ENSDARG00000035715_1 Length:329 ---#hits =2 R: 8 NR: 11 ENSDARP00000130507']
[2, ':DM_hits Gene/Pro: ENSDARG00000035715_0 Length:329 ---#hits =2 R: 8 NR: 11 ENSDARP00000130507']
[2, ':DM_hits Gene/Pro: ENSDARG00000027744_0 Length:174 ---#hits =2 R: 9 NR: 11 ENSDARP00000028333']
[2, ':DM_hits Gene/Pro: ENSDARG00000027589_1 Length:637 ---#hits =4 R: 11 NR: 12 ENSDARP00000038430']
[2, ':DM_hits Gene/Pro: ENSDARG00000027279_5 Length:782 ---#hits =3 R: 12 NR: 12 ENSDARP00000094127']
[2, ':DM_hits Gene/Pro: ENSDARG00000021378_3 Length:881 ---#hits =2 R: 12 NR: 12 ENSDARP00000019987']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_99 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_98 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_96 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_95 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_94 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_92 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_90 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_88 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_83 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_82 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_80 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_75 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_74 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_72 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_71 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_69 Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_67 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_63 Length:241 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_62 Length:241 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_61 Length:240 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_60 Length:240 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_59 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_57 Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_55 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_54 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_53 Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_52 Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_51 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_49 Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_46 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_45 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_42 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_41 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_40 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_37 Length:240 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_34 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_33 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_30 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_29 Length:237 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_26 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_25 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_22 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_2 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_18 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_119 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_118 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_116 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_114 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_112 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_107 Length:238 ---#hits =3 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_106 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_104 Length:237 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000016999_10 Length:238 ---#hits =2 R: 10 NR: 12 ENSDARP00000089741']
[2, ':DM_hits Gene/Pro: ENSDARG00000012729_2 Length:776 ---#hits =2 R: 12 NR: 12 ENSDARP00000119144']
[2, ':DM_hits Gene/Pro: ENSDARG00000012729_1 Length:774 ---#hits =2 R: 12 NR: 12 ENSDARP00000119144']
[2, ':DM_hits Gene/Pro: ENSDARG00000012729_0 Length:776 ---#hits =2 R: 12 NR: 12 ENSDARP00000119144']
[2, ':DM_hits Gene/Pro: ENSDARG00000010791_2 Length:944 ---#hits =7 R: 11 NR: 12 ENSDARP00000013374']
[2, ':DM_hits Gene/Pro: ENSDARG00000010791_1 Length:967 ---#hits =7 R: 11 NR: 12 ENSDARP00000013374']
[2, ':DM_hits Gene/Pro: ENSDARG00000010791_0 Length:982 ---#hits =6 R: 11 NR: 12 ENSDARP00000013374']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_7 Length:385 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_6 Length:385 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_31 Length:386 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_30 Length:386 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_3 Length:389 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_27 Length:408 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_26 Length:390 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_23 Length:386 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_22 Length:386 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_2 Length:389 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_19 Length:408 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_18 Length:390 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_15 Length:385 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_14 Length:385 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_11 Length:389 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000010246_10 Length:389 ---#hits =3 R: 6 NR: 11 ENSDARP00000010384']
[2, ':DM_hits Gene/Pro: ENSDARG00000008383_3 Length:408 ---#hits =2 R: 12 NR: 11 ENSDARP00000005640']
[2, ':DM_hits Gene/Pro: ENSDARG00000008383_1 Length:408 ---#hits =2 R: 12 NR: 11 ENSDARP00000005640']
[2, ':DM_hits Gene/Pro: ENSDARG00000007923_1 Length:556 ---#hits =2 R: 12 NR: 12 ENSDARP00000062692']
[2, ':DM_hits Gene/Pro: ENSDARG00000007923_0 Length:556 ---#hits =2 R: 12 NR: 12 ENSDARP00000062692']
[2, ':DM_hits Gene/Pro: ENSDARG00000006219_0 Length:624 ---#hits =2 R: 12 NR: 12 ENSDARP00000109517']
[2, ':DM_hits Gene/Pro: ENSDARG00000004754_1 Length:884 ---#hits =5 R: 11 NR: 12 ENSDARP00000123727']
[2, ':DM_hits Gene/Pro: ENSDARG00000004754_0 Length:883 ---#hits =5 R: 11 NR: 12 ENSDARP00000123727']
[2, ':DM_hits Gene/Pro: ENSDARG00000002787_5 Length:923 ---#hits =2 R: 10 NR: 12 ENSDARP00000045678']
[2, ':DM_hits Gene/Pro: ENSDARG00000002787_4 Length:923 ---#hits =2 R: 10 NR: 12 ENSDARP00000045678']
[2, ':DM_hits Gene/Pro: ENSDARG00000002787_3 Length:932 ---#hits =2 R: 10 NR: 12 ENSDARP00000045678']
[2, ':DM_hits Gene/Pro: ENSDARG00000002787_2 Length:923 ---#hits =2 R: 10 NR: 12 ENSDARP00000045678']
[2, ':DM_hits Gene/Pro: ENSDARG00000002787_1 Length:924 ---#hits =2 R: 10 NR: 12 ENSDARP00000045678']
[2, ':DM_hits Gene/Pro: ENSDARG00000002787_0 Length:932 ---#hits =2 R: 10 NR: 12 ENSDARP00000045678']
[2, ':DM_hits Gene/Pro: ENSDARG00000002401_1 Length:379 ---#hits =2 R: 12 NR: 12 ENSDARP00000117350']
[2, ':DM_hits Gene/Pro: ENSDARG00000002401_0 Length:378 ---#hits =2 R: 12 NR: 12 ENSDARP00000117350']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_288 Length:2809 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_286 Length:2818 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_284 Length:2809 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_282 Length:2815 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_280 Length:2812 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_163 Length:2823 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_119 Length:2824 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_117 Length:2817 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_115 Length:2817 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000966_114 Length:2818 ---#hits =2 R: 12 NR: 11 ENSDARP00000001475']
[2, ':DM_hits Gene/Pro: ENSDARG00000000906_3 Length:380 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659']
[2, ':DM_hits Gene/Pro: ENSDARG00000000906_1 Length:380 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659']
[2, ':DM_hits Gene/Pro: ENSDARG00000000906_0 Length:383 ---#hits =2 R: 12 NR: 12 ENSDARP00000052659']
[1, ':DM_hits Gene/Pro: ENSDARG00000104340_0 Length:333 ---#hits =1 R: 11 NR: 11 ENSDARP00000135809']
[1, ':DM_hits Gene/Pro: ENSDARG00000098622_1 Length:423 ---#hits =1 R: 12 NR: 12 ENSDARP00000141259']
[1, ':DM_hits Gene/Pro: ENSDARG00000098622_0 Length:423 ---#hits =1 R: 12 NR: 12 ENSDARP00000141259']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_79 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_78 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_77 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_76 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_71 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_70 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_7 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_69 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_68 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_5 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_47 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_46 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_45 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_44 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_39 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_38 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_37 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_36 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_15 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_14 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_13 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_12 Length:136 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_111 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
[1, ':DM_hits Gene/Pro: ENSDARG00000088711_110 Length:137 ---#hits =1 R: 9 NR: 11 ENSDARP00000114362']
